Country Code ISO3,Country,2021 SDG Index Rank,2021 SDG Index Score,Regional Score (0-100),Regions used for the SDR,Population in 2020,Goal 1,Goal 2,Goal 3,Goal 4,Goal 5,Goal 6,Goal 7,Goal 8,Goal 9,Goal 10,Goal 11,Goal 12,Goal 13,Goal 14,Goal 15,Goal 16,Goal 17
CPV,Cabo Verde,86,68.1,51.9,Africa,"555,988",83.2205,37.3956,73.89861538,81.28366667,68.5915,73.095,81.7015,73.4,27.3484,30.663,79.052,79.272,94.35966667,61.1945,71.0945,78.32614286,64.56325
CRI,Costa Rica,50,73.6,68.6,LAC,"5,094,114",95.126,52.184125,85.93107143,88.98566667,81.49775,80.4126,93.99233333,69.97983333,51.61,17.727,93.5275,81.07483333,83.35,58.38533333,61.5934,78.287,76.6875
CUB,Cuba,49,73.7,68.6,LAC,"11,326,616",,58.45928571,84.87314286,95.024,81.69575,74.5022,85.98966667,88.985,25.35233333,,65.671,88.222,89.533,73.87483333,68.637,64.5155,100
CYP,Cyprus,40,74.9,71.4,E. Europe & C. Asia,"1,207,361",99.931,59.19225,90.83415385,97.778,71.39133333,77.3802,92.548,80.1436,70.295,81.6345,74.7,56.26283333,63.67033333,54.41066667,76.9152,80.54375,45.0815
CZE,Czech Republic,12,81.4,77.2,OECD,"10,708,982",99.795,61.56375,89.77792308,98.95133333,72.9235,85.5684,92.36266667,85.14666667,80.3035,96.4885,92.488,69.42383333,65.98033333,,92.6156,81.9,54.945
DEU,Germany,4,82.5,77.2,OECD,"83,783,945",99.5335,72.444625,93.76761538,98.78804167,80.70775,84.7016,93.61566667,87.359,92.96966667,86.5165,91.31425,54.88866667,60.681,62.64983333,79.7392,84.6816,77.832
DJI,Djibouti,138,53.8,51.9,Africa,"988,002",58.799,35.43083333,55.21014286,41.41176984,51.97866667,63.4212,33.072,59.5752,26.3814,28.0415,60.0295,89.07966667,97.86866667,66.4734,38.0625,60.04628571,49.114
DMA,Dominica,,,68.6,LAC,"71,991",,,,,,,,,,,,,,,,,
DNK,Denmark,3,84.9,77.2,OECD,"5,792,203",99.679,58.859875,94.20269231,99.13070833,86.78775,90.278,94.40666667,88.8555,96.80216667,97.8355,91.821,43.417,60.64466667,73.4295,90.6364,93.1247,82.71775
DOM,Dominican Republic,67,70.8,68.6,LAC,"10,847,904",97.225,60.186875,66.75064286,89.78533333,72.91725,67.2944,89.69833333,71.20616667,35.163,23.753,83.34925,84.4815,91.27266667,84.64266667,76.0422,59.1894,49.96575
DZA,Algeria,66,70.9,67.1,MENA,"43,851,043",96.939,56.56557143,75.57857143,91.211,53.71425,61.034,86.727,62.23616667,45.40583333,91.491,57.69966667,87.71183333,90.15066667,52.33333333,51.4928,70.1977,74.1015
ECU,Ecuador,53,72.5,68.6,LAC,"17,643,060",85.0345,59.198125,77.56378571,97.31,77.29775,75.015,91.32733333,68.97416667,35.09666667,23.6135,84.4435,84.42483333,92.591,80.947,60.0788,65.0997,75.15333333
EGY,"Egypt, Arab Rep.",82,68.6,67.1,MENA,"102,334,403",74.326,64.32775,71.22735714,87.58533333,45.5805,66.4884,92.343,56.81666667,47.02833333,58.437,66.0345,87.68683333,94.562,50.785,68.7944,75.8265,59.15125
ERI,Eritrea,,,51.9,Africa,"3,546,427",,,,,,,,,,,,,,,,,
ESP,Spain,20,79.5,77.2,OECD,"46,754,783",98.6075,63.8845,94.12761538,96.55,85.81375,86.5834,95.00566667,76.2145,86.87916667,73.184,91.47875,63.05483333,76.975,52.15533333,66.5242,82.9804,60.829
EST,Estonia,10,81.6,77.2,OECD,"1,326,539",99.921,63.813,88.14438462,97.28066667,77.237,88.3378,88.57033333,84.19866667,75.77733333,83.678,92.74625,60.32566667,61.98633333,85.2165,96.2558,90.838,52.46275
ETH,Ethiopia,136,54.5,51.9,Africa,"114,963,583",33.9255,61.537625,44.528,44.38133333,53.71425,35.7508,41.51833333,61.5965,10.31883333,71.6915,55.52275,96.15883333,99.46666667,,57.9528,47.0699,43.713
FIN,Finland,1,85.9,77.2,OECD,"5,540,718",99.848,64.164625,94.76961538,98.16070833,91.371,94.4406,96.486,88.27766667,94.05766667,96.812,91.23375,55.5985,59.983,84.64983333,84.62,94.6018,71.245
FJI,Fiji,62,71.2,50.1,Oceania,"896,444",91.2535,57.3215,71.46084615,98.827,57.704,76.7404,68.9395,80.677,39.7014,43.619,93.207,80.46833333,90.29433333,72.66766667,44.1426,85.50225,58.627
FRA,France,8,81.7,77.2,OECD,"65,273,512",99.7455,73.728625,92.50757143,99.70970833,86.97725,86.6784,96.966,82.42566667,87.40916667,84.3115,89.312,57.6655,72.36533333,61.44883333,70.846,75.1385,71.2045
FSM,"Micronesia, Fed. Sts.",,,50.1,Oceania,"663,948",,,,,,,,,,,,,,,,,
GAB,Gabon,111,62.8,51.9,Africa,"2,225,728",83.2695,51.98542857,51.66585714,61.78675358,47.3055,62.8128,83.734,61.9438,32.64616667,59.235,53.434,85.6088,88.7255,66.5805,83.063,53.07844444,40.9825
GBR,United Kingdom,17,80,77.2,OECD,"67,886,004",99.726,67.30825,92.783,98.376375,82.97625,92.2898,93.76266667,80.48366667,89.824,66.341,93.34275,53.30166667,57.84533333,73.11516667,76.7162,83.1296,58.21775
GEO,Georgia,56,72.2,71.4,E. Europe & C. Asia,"3,989,175",84.215,52.25271429,73.151,99.32933333,58.785,83.4976,88.28733333,68.74366667,39.71616667,52.1045,76.3115,83.5485,86.31366667,66.3408,67.7514,84.7023,62.9175
GHA,Ghana,114,62.5,51.9,Africa,"31,072,945",65.909,66.30975,53.51957143,85.97266667,51.598,55.612,59.898,69.607,37.48616667,31.76,51.457,95.13283333,98.253,46.30033333,76.6946,70.4133,46.48025
GIN,Guinea,153,51,51.9,Africa,"13,132,792",30.861,49.71116667,31.58285714,25.26666667,39.045,50.0776,19.197,63.47083333,6.3995,71.214,52.195,94.439,99.14033333,63.44316667,70.744,50.3649,49.19333333
GMB,"Gambia, The",123,59.3,51.9,Africa,"2,416,664",64.264,58.47025,45.0055,51.50733333,40.54625,59.0882,28.8265,64.8948,11.17033333,69.071,63.10025,93.51716667,99.09533333,72.8298,81.5354,59.7356,44.82933333
GNB,Guinea-Bissau,,,51.9,Africa,"1,967,998",,,,,,,,,,,,,,,,,
GNQ,Equatorial Guinea,,,51.9,Africa,"1,402,985",,,,,,,,,,,,,,,,,
GRC,Greece,37,75.4,77.2,OECD,"10,423,056",97.8405,66.169125,88.28016667,97.15866667,64.093,86.817,91.18766667,64.97433333,71.89316667,68.284,78.27275,59.03583333,72.59533333,56.78266667,81.0886,76.82,60.6275
GRD,Grenada,,,68.6,LAC,"112,519",,,,,,,,,,,,,,,,,
GTM,Guatemala,121,59.9,68.6,LAC,"17,915,567",74.105,38.93975,69.01007143,71.09866667,56.51925,71.3998,72.47633333,63.38833333,17.97133333,10.783,80.52075,90.19166667,95.76333333,57.50616667,46.7026,55.3194,46.85425
GUY,Guyana,128,57.9,68.6,LAC,"786,559",86.545,68.722,63.30957143,88.19066667,66.56725,55.3602,82.4965,51.1574,16.9966,,78.85025,21.23683333,61.57666667,32.2298,55.689,66.31711111,61.03133333
HND,Honduras,112,62.8,68.6,LAC,"9,904,608",56.4505,52.44525,74.48971429,65.90266667,65.41075,74.4912,75.54166667,64.643,20.40966667,15.0495,80.06275,89.3025,95.47533333,65.55433333,60.68175,48.1892,63.03775
HRV,Croatia,14,80.4,71.4,E. Europe & C. Asia,"4,105,268",98.61,74.993625,87.7385,98.12833333,67.7405,86.7926,90.97466667,80.17516667,63.67133333,80.774,77.32266667,70.91716667,78.304,81.5495,84.5428,78.279,65.86966667
HTI,Haiti,150,51.4,68.6,LAC,"11,402,533",30.3445,42.45614286,41.15107143,76.43816667,40.17225,53.769,29.12466667,55.629,12.1715,46.633,36.4635,92.479,99.11933333,73.907,48.3354,47.658,47.12266667
HUN,Hungary,25,78.8,77.2,OECD,"9,660,350",98.7725,72.647375,83.50115385,94.195,64.58775,88.716,92.034,80.64183333,66.50083333,79.8415,89.30675,73.0895,79.98966667,,86.21,74.4299,51.371
IDN,Indonesia,97,66.3,65.7,East & South Asia,"273,523,621",78.9745,64.467125,62.16438462,91.68833333,62.85225,66.0278,73.90933333,71.90783333,40.46266667,40.547,65.9835,87.20683333,91.70966667,62.34716667,46.3394,70.21733333,51.02425
IND,India,120,60.1,65.7,East & South Asia,"1,380,004,385",59.5765,52.439125,57.97046154,86.47733333,34.08225,56.1306,69.93866667,71.09266667,42.1865,27.855,53.17825,91.72616667,96.06933333,62.23183333,50.7006,58.8817,50.738
IRL,Ireland,13,81,77.2,OECD,"4,937,796",99.795,75.894875,93.23184615,99.73870833,76.39025,87.2854,93.42933333,87.3286,82.017,86.423,88.75525,45.179,58.19633333,71.89516667,89.083,90.43433333,51.30775
IRN,"Iran, Islamic Rep.",74,70,67.1,MENA,"83,992,953",95.4645,63.628,79.24278571,94.707,43.2175,59.5702,88.24333333,50.78666667,60.44233333,47.7005,73.706,83.3765,78.551,77.447,67.3972,65.17444444,61.59775
IRQ,Iraq,105,63.8,67.1,MENA,"40,222,503",79.5535,51.97985714,63.07130769,69.874,35.9155,71.5454,88.00466667,56.5885,26.4685,74.1845,54.756,85.80433333,88.78,60.8218,40.42125,67.69875,69.38733333
ISL,Iceland,29,78.2,77.2,OECD,"341,250",99.798,58.23585714,96.00192308,99.26204167,85.62666667,74.643,99.44633333,79.449,85.72416667,96.897,91.23375,28.53433333,50.33833333,65.03016667,53.2175,94.291,71.1695
ISR,Israel,38,75,77.2,OECD,"8,655,541",99.2465,61.956125,95.25775,98.18104167,74.94975,72.7828,94.80233333,84.2896,94.04133333,62.879,86.65525,61.14866667,73.281,30.7008,50.9032,73.59588889,60.972
ITA,Italy,26,78.8,77.2,OECD,"60,461,828",98.06,71.018625,94.043,96.70833333,72.829,82.135,93.84733333,76.572,83.6045,71.545,82.34125,63.60966667,76.82,53.54116667,80.2214,78.9895,62.95275
JAM,Jamaica,81,69,68.6,LAC,"2,961,161",83.3785,55.84625,79.97407143,82.612,78.205,73.9316,85.27566667,74.81683333,37.34383333,37.701,74.06025,77.95933333,88.94933333,56.7745,51.452,66.6288,67.606
JOR,Jordan,72,70.1,67.1,MENA,"10,203,140",95.3335,59.558375,75.67730769,71.63133333,42.96675,57.5152,92.943,58.02733333,50.50133333,66.6885,74.954,87.37883333,89.354,78.98,55.32675,76.6074,58.88175
JPN,Japan,18,79.8,77.2,OECD,"126,476,458",99.2295,75.19625,94.05923077,99.74004167,61.47975,84.869,93.65533333,86.81166667,89.539,75.3425,85.833,66.61616667,66.40966667,51.71033333,63.853,91.6019,71.48025
KAZ,Kazakhstan,59,71.6,71.4,E. Europe & C. Asia,"18,776,707",99.9155,59.17025,79.52628571,93.00166667,71.13675,78.0362,86.528,70.205,44.00733333,77.43,83.715,74.85416667,61.15933333,,56.9586,69.06644444,54.292
KEN,Kenya,118,60.6,51.9,Africa,"53,771,300",49.093,57.485125,54.766,70.59966667,68.74375,45.5168,53.276,74.1495,32.36166667,38.7645,61.27025,88.89816667,97.94133333,67.86466667,59.2926,59.31522222,50.823
KGZ,Kyrgyz Republic,44,74,71.4,E. Europe & C. Asia,"6,524,191",84.523,61.88657143,75.1875,98.68966667,60.48775,65.1486,89.75233333,65.4935,29.42616667,89.075,88.65575,86.505,92.20966667,,71.3522,68.1686,72.58925
KHM,Cambodia,102,64.5,65.7,East & South Asia,"16,718,971",81.951,63.845875,61.87685714,71.336,55.6975,63.6216,61.38533333,57.245,27.29116667,77.614,70.631,93.4075,96.97366667,57.87266667,43.829,60.8003,51.8035
KIR,Kiribati,,,50.1,Oceania,"119,446",,,,,,,,,,,,,,,,,
KNA,St. Kitts and Nevis,,,68.6,LAC,"53,192",,,,,,,,,,,,,,,,,
KOR,"Korea, Rep.",28,78.6,77.2,OECD,"51,269,183",99.041,82.46325,92.003,98.951,65.284,75.1418,92.79166667,80.24033333,98.78466667,78.877,86.49133333,69.68516667,61.986,58.74966667,54.5014,79.02366667,62.07375
KWT,Kuwait,113,62.5,67.1,MENA,"4,270,563",,70.023875,82.79853846,83.91833333,53.76075,48.62,92.88133333,59.08975,53.56583333,,48.7535,36.53216667,33.333,40.6652,52.58666667,79.33314286,68.90133333
LAO,Lao PDR,110,63,65.7,East & South Asia,"7,275,556",54.866,64.25716667,53.45742857,75.19966667,72.7345,68.221,64.124,69.2992,18.65383333,52.261,81.55775,94.997,91.491,,52.8888,52.268,44.26725
LBN,Lebanon,93,66.8,67.1,MENA,"6,825,442",99.009,57.215375,78.14571429,86.59884444,41.2705,65.0832,89.246,62.56433333,51.2744,78.2885,40.49333333,80.48133333,83.862,61.0898,60.6652,62.00266667,38.953
LBR,Liberia,161,48.6,51.9,Africa,"5,057,677",20.0205,45.57628571,36.57578571,34.78233333,40.8245,52.5276,9.251,59.49333333,5.1745,66.7075,27.45525,95.9148,99.40766667,85.25483333,49.3748,50.016,48.6375
LBY,Libya,,,67.1,MENA,"6,871,287",,,,,,,,,,,,,,,,,
LCA,St. Lucia,,,68.6,LAC,"183,629",,,,,,,,,,,,,,,,,
LIE,Liechtenstein,,,71.4,E. Europe & C. Asia,"38,137",,,,,,,,,,,,,,,,,
LKA,Sri Lanka,87,68.1,65.7,East & South Asia,"21,413,250",91.544,62.129625,77.81457143,97.41366667,52.00425,56.627,66.94766667,76.2195,34.15916667,36.333,82.97066667,85.36016667,95.152,71.7165,55.9466,66.2264,49.136
LSO,Lesotho,135,54.6,51.9,Africa,"2,142,252",31.594,50.695375,24.96178571,68.72166667,74.665,56.2906,37.995,47.9138,18.21016667,2.038,63.367,89.69416667,93.694,,74.465,47.43233333,78.215
LTU,Lithuania,31,76.7,77.2,OECD,"2,722,291",98.49,63.92625,84.80385714,99.78333333,72.6495,83.6842,78.72866667,81.4586,62.34266667,58.0965,82.3185,62.86466667,73.54433333,75.0214,95.166,77.83633333,53.19825
LUX,Luxembourg,42,74.2,77.2,OECD,"625,976",99.444,59.691375,96.16446154,97.834375,76.759,79.132,66.66666667,70.5202,87.11966667,80.38,97.55325,21.59433333,40.18166667,,66.9152,90.59255556,67.64875
LVA,Latvia,22,79.2,77.2,OECD,"1,886,202",98.9435,64.927125,84.29228571,98.50833333,78.008,92.4604,92.24766667,84.284,62.11516667,67.4695,89.719,63.76883333,75.216,71.25283333,97.8584,78.173,46.342
MAR,Morocco,69,70.5,67.1,MENA,"36,910,558",93.6295,62.490375,74.96785714,83.85066667,41.99525,64.9764,88.646,62.9565,41.51683333,53.5875,76.271,90.71033333,94.58833333,58.41133333,77.1668,71.60811111,61.58875
MCO,Monaco,,,71.4,E. Europe & C. Asia,"39,244",,,,,,,,,,,,,,,,,
MDA,Moldova,48,73.7,71.4,E. Europe & C. Asia,"4,033,963",99.509,58.84716667,77.39957143,86.01133333,71.22,72.8392,88.49633333,69.31033333,27.36833333,94.4655,69.8525,80.07883333,97.42866667,,58.424,69.73566667,72.64275
MDG,Madagascar,159,49,51.9,Africa,"27,691,019",0,57.10925,42.55714286,60.65766667,71.2615,44.869,9.2455,60.7475,8.075333333,27.415,55.5025,94.0335,99.262,65.641,45.7004,48.1638,42.855
MDV,Maldives,79,69.3,65.7,East & South Asia,"540,542",99.683,40.012,85.59815385,97.796,39.10275,76.0322,96.852,77.267,32.8552,46.4675,86.422,61.4705,86.41266667,67.35016667,52.61666667,73.095,58.58675
MEX,Mexico,80,69.1,77.2,OECD,"128,932,753",90.7065,61.031,77.10315385,99.08066667,78.15525,78.6278,86.81933333,65.87466667,47.353,10.7635,81.9275,79.9955,89.15233333,57.30816667,52.011,54.0882,65.22575
MHL,Marshall Islands,,,50.1,Oceania,"59,194",,,,,,,,,,,,,,,,,
MKD,North Macedonia,54,72.5,71.4,E. Europe & C. Asia,"2,083,380",91.758,64.42985714,78.64453846,93.02666667,59.0965,76.353,81.016,64.58716667,35.40583333,63.313,77.34125,76.20683333,87.826,,81.0766,76.2144,67.85975
MLI,Mali,146,52.2,51.9,Africa,"20,250,834",22.314,60.006,35.01392308,11.51733333,43.11625,59.2642,22.9925,67.2785,14.24283333,74.842,56.8715,91.58566667,99.347,,56.9692,56.7295,46.64425
MLT,Malta,33,75.7,71.4,E. Europe & C. Asia,"441,539",99.8285,67.044125,91.48130769,99.21833333,62.2455,75.549,95.29366667,86.30775,65.61983333,91.899,87.04,43.87033333,65.18266667,48.8225,81.56333333,76.046,50.6555
MMR,Myanmar,101,64.9,65.7,East & South Asia,"54,409,794",90.1265,61.208875,55.02378571,75.00066667,59.9685,66.0236,52.394,60.4375,23.47616667,75.846,62.0265,94.541,98.60566667,59.90366667,55.1676,68.77488889,45.57775
MNE,Montenegro,85,68.2,71.4,E. Europe & C. Asia,"628,062",93.666,50.29542857,76.84535714,95.367,52.63525,69.834,85.72733333,70.2276,45.9585,55.3735,71.9335,59.92766667,85.16033333,37.7902,52.25525,75.71744444,80.79266667
MNG,Mongolia,106,63.8,65.7,East & South Asia,"3,278,292",96.8105,41.55128571,64.83178571,98.72233333,65.20575,65.1768,60.49733333,72.00166667,29.51216667,70.0385,47.8615,61.93766667,41.42066667,,73.485,66.4858,68.16075
MOZ,Mozambique,152,51.1,51.9,Africa,"31,255,435",8.182,45.31728571,36.50864286,49.77366667,64.902,49.5802,39.94133333,58.69583333,10.50466667,12.7885,57.419,96.11916667,98.58833333,68.37133333,52.9928,55.01477778,63.229
MRT,Mauritania,133,55.5,51.9,Africa,"4,649,660",70.742,43.19457143,41.84015385,39.399,32.27375,58.3254,42.2215,45.02616667,17.47483333,81.838,40.36025,89.013,95.74,65.95166667,76.103,52.6346,51.45066667
MUS,Mauritius,95,66.7,51.9,Africa,"1,271,767",98.3815,73.732,78.11314286,94.02033333,53.6565,62.7606,88.96933333,71.68716667,37.10416667,46.2545,92.60066667,58.04583333,76.45266667,53.05233333,26.4265,72.932625,49.90433333
MWI,Malawi,149,51.4,51.9,Africa,"19,129,955",0,64.00125,49.95907143,50.31,75.092,52.043,5.1615,58.29066667,11.66433333,23.756,55.75375,94.0065,99.42,,55.0058,56.4485,54.42775
MYS,Malaysia,65,70.9,65.7,East & South Asia,"32,365,998",99.9805,47.363625,79.52828571,91.69666667,57.14975,77.5482,90.685,75.775,72.369,44.7205,84.418,75.26933333,76.49466667,63.865,39.7548,71.680625,56.74575
